:r,0.24
74,0.119
:r,0.12
74,0.119
:r,0.12
67,0.119
:r,0.12
71,0.119
:r,0.12
71,0.239
:r,0.24
72,0.239
:r,0.24
72,0.119
:r,0.12
72,0.119
:r,0.12
72,0.239
